student_id,degree,branch,year,specialization_track,target_role,sector,goal,cgpa,attendance,backlogs,study_hours,self_learning_hours,sleep_hours,screen_time,internal_marks,programming_score,dsa_score,sql_score,math_foundation_score,ai_tool_fluency_score,aptitude_score,communication_score,english_proficiency_score,projects_count,hackathons_count,certifications_count,internships_count,open_source_contributions,research_publications_count,cloud_deployment_score,github_activity_score,linkedin_activity_score,portfolio_website_score,interview_practice_score,resume_score,ats_score,academic_score,academic_category,employability_score,placement_probability
18,BCA,Robotics,3,NLP,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,6.83,65.1,1,4.4,2.9,6.3,3.7,68.6,53.4,49.4,47.5,68.0,44.1,57.4,71.1,68.8,2,1,0,0,2,0,17.5,26.0,45.0,32.9,35.5,32.3,11.8,67.1,Average,43.4,0.2768
19,B.Tech/B.E.,Pharmacy,2,MLOps,Reinforcement Learning Engineer,Research Labs/Academia,Higher Studies/Research,8.38,70.3,0,3.6,2.7,7.1,5.2,79.6,58.1,62.0,57.2,52.9,55.0,63.9,58.9,75.3,4,1,3,0,0,0,45.4,52.9,43.6,49.0,45.6,31.8,26.0,79.1,Good,43.9,0.2021
20,B.Tech/B.E.,Mechanical Engineering,3,Robotics,Data Analyst,Research Labs/Academia,Freelance/Remote Work,6.39,82.9,0,5.5,1.4,5.9,5.4,57.8,54.2,44.3,53.1,64.9,46.1,68.2,54.3,51.4,2,0,1,1,1,1,49.0,53.5,56.3,35.1,58.2,27.4,38.6,62.5,Average,44.0,0.2239
21,B.Tech/B.E.,Food Technology,1,MLOps,Software Engineer Backend,Core Product Engineering,Higher Studies/Research,7.93,93.7,0,5.8,2.4,7.7,4.9,74.8,65.5,33.7,67.7,25.5,29.6,65.7,58.8,54.1,2,2,2,3,1,0,61.1,51.7,30.3,29.8,50.6,33.1,44.7,77.8,Good,48.0,0.2946
22,M.Tech/M.E.,Chemistry,2,Robotics,Reinforcement Learning Engineer,Analytics/Data Services,Higher Studies/Research,6.82,80.4,0,2.5,2.8,6.3,4.4,71.3,80.8,76.7,74.8,50.8,59.7,62.9,62.4,65.1,4,1,1,1,3,2,53.0,61.9,39.8,44.6,49.4,40.1,81.7,69.7,Good,44.5,0.1508
23,BS (Data Science & AI),Electronics & Communication,2,Robotics,Reinforcement Learning Engineer,Research Labs/Academia,Higher Studies/Research,8.19,91.7,0,4.6,4.0,6.2,4.8,83.4,60.8,68.3,66.4,56.4,66.8,72.1,70.6,67.8,3,1,3,1,2,1,48.5,56.9,74.9,30.7,67.8,45.8,63.3,85.4,Excellent,54.3,0.386
24,MSc,Agricultural Engineering,3,Computer Vision,Prompt Engineer,GenAI Startups,Career Switch/Upskilling,5.2,72.6,4,3.1,2.4,6.4,5.4,54.1,35.2,21.6,53.0,35.8,38.4,45.2,50.2,52.1,1,2,3,1,1,0,47.7,45.3,46.0,29.6,26.6,32.7,19.0,43.8,At-Risk,34.5,0.5001
25,B.Tech/B.E.,AI & Data Science,4,Robotics,AI/ML Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.12,66.5,2,0.4,0.1,6.1,4.5,69.9,43.5,52.6,48.8,42.0,29.9,52.3,76.0,48.4,0,0,1,1,0,0,43.0,45.6,41.2,34.7,32.4,27.0,49.2,60.7,Average,37.9,0.7775
26,MCA,AI & Data Science,4,Data Engineering,NLP Engineer,AI/ML Product Companies,Freelance/Remote Work,6.43,84.4,0,5.3,3.0,6.0,5.0,74.6,83.0,56.8,75.3,56.8,81.9,63.4,88.6,87.6,6,3,3,3,5,1,68.6,85.5,82.0,50.4,52.4,66.8,57.3,65.8,Average,59.2,0.8947
27,B.Tech/B.E.,Statistics,1,Computer Vision,AI Transformation Consultant,HealthTech,Job Placement,7.27,63.6,1,4.2,1.6,7.0,4.1,82.2,52.4,49.1,54.2,81.5,34.5,63.0,57.8,74.9,2,0,1,1,0,2,47.2,29.0,57.1,23.0,42.5,31.6,39.8,61.7,Average,44.1,0.1603
28,B.Tech/B.E.,Civil Engineering,1,NLP,Data Analyst,Analytics/Data Services,Higher Studies/Research,6.3,80.3,0,2.8,1.4,7.2,5.5,75.8,64.7,45.1,61.5,35.6,33.5,47.2,69.6,62.9,1,0,0,0,1,0,38.9,29.2,34.1,43.3,46.5,28.4,41.8,69.2,Average,31.2,0.1485
29,B.Tech/B.E.,Information Technology,4,Data Engineering,Generative AI Engineer,Freelance/Remote-Global,Freelance/Remote Work,5.16,62.7,1,1.6,1.6,6.7,7.6,60.4,43.9,24.9,53.7,47.0,33.7,53.5,57.4,71.8,2,1,0,0,0,0,20.5,42.0,46.0,31.9,44.5,27.3,44.0,68.1,Average,34.3,0.2224
30,BCA,Information Technology,2,Applied Research,Data Analyst,Consulting,Job Placement,7.4,94.1,0,4.6,2.7,6.2,4.6,69.1,57.2,27.7,57.4,44.1,47.1,48.6,72.0,74.7,5,1,4,2,0,0,45.5,50.1,54.1,40.4,63.6,47.7,13.1,76.0,Good,45.9,0.1553
31,MCA,Computer Science,3,Computer Vision,Data Analyst,Analytics/Data Services,Freelance/Remote Work,6.3,90.4,0,3.9,0.8,6.2,5.5,71.8,65.3,55.7,66.9,44.2,61.2,43.8,77.1,77.4,1,2,3,1,1,0,39.5,50.6,51.5,32.7,35.8,43.2,66.9,75.8,Good,51.6,0.4425
32,BS (Data Science & AI),Automobile Engineering,4,MLOps,AI/ML Engineer,GenAI Startups,Higher Studies/Research,6.98,78.7,3,3.6,3.5,6.4,4.6,78.9,68.8,84.4,63.9,71.3,59.6,70.5,81.1,76.1,4,2,2,0,0,0,33.8,58.6,63.2,48.2,26.9,43.4,60.3,77.7,Good,44.3,0.7037
33,B.Tech/B.E.,Robotics,3,MLOps,Applied Scientist,AI/ML Product Companies,Job Placement,6.17,68.6,4,2.3,0.6,7.4,5.6,64.3,50.1,24.8,49.0,62.9,34.3,56.3,42.3,56.9,0,0,1,0,1,0,14.9,26.4,9.7,16.3,31.4,17.6,46.0,60.2,Average,24.3,0.0589
34,B.Tech/B.E.,Mass Communication,3,Data Engineering,Cloud DevOps Engineer,Core Product Engineering,Higher Studies/Research,7.92,70.5,0,2.4,0.0,5.8,5.8,78.8,44.0,56.0,53.3,65.6,25.0,65.1,37.9,63.6,2,0,0,0,0,0,29.0,37.9,20.0,21.6,39.2,17.7,39.7,75.8,Good,37.4,0.1448
35,B.Tech/B.E.,Mathematics & Computing,1,Data Engineering,AI Research Scientist,Research Labs/Academia,Entrepreneurship/Startup,7.21,70.1,0,1.8,2.4,5.8,5.6,77.2,79.6,78.5,80.8,67.9,64.4,80.6,82.7,65.4,3,2,2,1,2,5,56.9,59.1,44.2,43.3,36.9,48.4,100.0,64.2,Average,56.2,0.3878
36,MSc,Electronics & Communication,1,NLP,AI Solutions Architect,Consulting,Government Exams,7.23,73.3,2,3.1,2.1,5.2,5.8,56.5,69.7,49.4,60.1,58.2,58.0,64.3,36.4,51.8,4,1,1,1,0,0,29.2,59.3,39.1,52.7,30.0,40.3,74.5,68.8,Average,42.6,0.3091
37,B.Tech/B.E.,Business Administration,2,Generative AI,Conversational AI Engineer,Analytics/Data Services,Job Placement,6.73,73.7,1,4.0,0.5,6.7,4.8,76.8,50.4,40.3,46.8,54.8,30.6,63.9,63.2,86.2,0,0,0,0,0,0,40.4,60.0,34.4,31.1,46.9,24.5,31.4,57.9,At-Risk,38.2,0.2278
38,B.Tech/B.E.,AI & Data Science,1,NLP,Software Engineer Backend,AI/ML Product Companies,Government Exams,6.68,88.4,2,5.3,2.3,6.3,5.8,62.2,65.7,48.5,63.7,46.8,74.3,60.7,66.5,78.9,4,2,3,1,3,0,46.1,51.9,50.8,59.5,63.9,52.0,83.9,60.7,Average,49.9,0.408
39,B.Tech/B.E.,Biotechnology,4,Data Engineering,Data Analyst,Analytics/Data Services,Government Exams,7.36,88.5,2,3.5,4.4,7.2,5.0,53.1,50.9,55.9,66.8,60.5,41.4,57.5,92.6,67.1,3,2,2,0,1,0,44.2,45.2,50.9,45.0,53.6,34.2,44.7,66.6,Average,38.9,0.284
40,B.Tech/B.E.,Electrical Engineering,2,Robotics,Cloud DevOps Engineer,Core Product Engineering,Freelance/Remote Work,6.43,84.4,0,4.6,0.2,7.1,5.9,82.3,31.1,36.6,53.0,66.8,34.0,61.0,60.8,63.8,1,0,3,0,0,1,38.4,18.7,28.2,1.9,38.7,17.4,27.6,78.0,Good,31.2,0.101
41,B.Tech/B.E.,Statistics,1,MLOps,AI/ML Engineer,HealthTech,Career Switch/Upskilling,7.84,87.4,0,4.8,3.1,6.2,4.1,71.7,44.5,37.1,61.2,81.5,60.4,53.1,60.4,74.1,2,1,0,1,0,1,25.0,49.6,52.8,22.7,37.0,24.0,36.2,75.7,Good,37.8,0.5454
42,BS (Data Science & AI),Food Technology,1,NLP,AI Transformation Consultant,Core Product Engineering,Career Switch/Upskilling,7.05,75.9,3,4.6,3.3,5.2,3.9,73.7,60.1,77.8,63.9,45.6,54.5,55.6,76.6,76.5,3,1,1,3,1,1,55.8,52.4,44.8,38.7,35.4,45.9,45.1,54.4,At-Risk,45.7,0.0945
43,B.Tech/B.E.,Agricultural Engineering,1,Robotics,AI Ethics Specialist,Government/PSU,Freelance/Remote Work,7.26,67.8,0,3.0,2.6,6.7,5.5,70.1,80.6,86.1,68.8,58.1,61.7,82.8,60.7,79.0,2,1,3,2,4,0,60.1,65.6,40.6,44.6,47.8,45.9,57.4,63.8,Average,57.1,0.3441
44,BS (Data Science & AI),Pharmacy,1,NLP,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,7.48,81.6,0,5.6,3.0,5.6,7.0,75.1,61.8,70.6,62.2,49.9,41.0,63.7,56.7,60.2,2,1,2,0,0,0,19.6,52.8,37.5,45.4,43.4,38.6,50.9,77.2,Good,48.1,0.3407
45,M.Tech/M.E.,Robotics,3,Data Engineering,Computer Vision Engineer,Autonomous Systems/Robotics,Entrepreneurship/Startup,6.71,69.7,1,2.2,2.8,5.8,3.4,65.5,49.3,45.8,66.6,63.6,46.1,65.0,44.6,65.6,3,1,1,1,0,0,40.5,48.5,28.2,28.1,32.7,24.7,32.7,66.8,Average,41.6,0.2428
46,MSc,Business Administration,1,Data Engineering,AI Ethics Specialist,Government/PSU,Government Exams,7.17,79.5,0,6.1,2.4,5.3,3.9,74.4,56.2,47.0,70.8,41.9,42.1,57.1,52.4,60.3,4,1,3,1,1,0,45.4,55.1,45.4,29.9,41.0,39.6,51.2,75.4,Good,54.6,0.1808
47,MSc,AI & Data Science,1,Robotics,Analytics Engineer,Analytics/Data Services,Higher Studies/Research,8.14,78.5,1,2.4,2.8,6.2,5.1,70.2,81.8,64.9,61.5,53.8,52.3,66.9,38.6,60.6,2,0,0,2,3,0,64.1,84.4,18.0,22.4,37.3,36.9,45.1,73.3,Good,43.3,0.3989
48,BCA,Computer Science,4,Applied Research,Reinforcement Learning Engineer,GenAI Startups,Higher Studies/Research,9.0,78.9,0,2.5,0.8,6.5,5.2,68.9,57.8,64.2,56.8,66.1,39.6,71.5,47.2,65.0,4,0,1,1,2,2,50.5,56.6,48.7,44.5,32.5,39.0,52.5,80.4,Good,45.0,0.2591
49,MCA,Computer Science,3,Applied Research,Generative AI Engineer,AI/ML Product Companies,Entrepreneurship/Startup,6.57,66.6,2,3.0,2.9,5.8,3.5,74.4,53.7,42.3,38.7,55.1,46.3,68.6,55.3,67.0,3,0,3,0,0,1,48.3,46.3,22.0,22.4,38.2,28.6,44.9,67.5,Good,39.7,0.6187
50,B.Tech/B.E.,Pharmacy,3,Computer Vision,Data Analyst,Analytics/Data Services,Freelance/Remote Work,8.45,93.8,0,6.1,4.7,7.2,7.5,89.2,52.0,66.4,68.4,87.5,63.3,81.9,78.9,94.4,4,2,3,1,1,0,48.1,60.7,54.1,68.5,59.7,51.9,61.8,92.4,Excellent,60.9,0.8312
51,MCA,AI & Data Science,4,Generative AI,Applied Scientist,AI/ML Product Companies,Job Placement,8.9,79.2,0,3.1,0.6,6.7,4.9,78.3,52.7,81.5,60.2,80.2,50.5,83.6,48.1,48.6,2,2,1,1,0,2,47.3,49.7,47.3,27.8,44.6,32.6,27.3,84.1,Excellent,50.2,0.8264
52,B.Tech/B.E.,Electronics & Instrumentation,4,Robotics,Data Analyst,Analytics/Data Services,Higher Studies/Research,7.87,84.7,1,3.6,0.0,6.5,4.9,76.3,42.6,30.5,42.7,63.4,12.3,52.6,53.3,68.4,0,0,2,0,0,0,14.3,24.6,30.3,7.7,36.1,16.9,42.8,78.4,Good,31.0,0.0801
53,MCA,Computer Science,3,Data Engineering,AI Ethics Specialist,Research Labs/Academia,Entrepreneurship/Startup,6.69,82.9,0,7.7,2.7,6.9,5.8,90.5,47.3,45.8,70.2,51.6,68.4,50.6,84.4,78.3,2,1,4,2,0,1,48.2,37.4,63.8,52.8,82.1,43.2,45.0,81.8,Excellent,58.6,0.3308
54,M.Tech/M.E.,AI & Data Science,2,NLP,Analytics Engineer,FinTech,Higher Studies/Research,7.63,77.4,0,5.7,2.8,6.6,4.3,76.0,58.5,62.0,50.0,64.5,26.4,68.6,74.3,70.7,5,0,2,1,0,0,42.9,54.0,58.2,35.1,53.5,36.0,58.7,72.7,Good,52.0,0.8388
55,M.Tech/M.E.,Computer Science,2,Robotics,Conversational AI Engineer,GenAI Startups,Freelance/Remote Work,6.36,73.5,2,2.0,3.5,7.3,6.3,53.5,72.4,83.2,59.0,42.5,76.3,69.9,69.4,69.3,6,1,3,2,3,0,53.5,71.2,43.1,30.0,45.0,54.0,71.2,60.1,Average,50.8,0.795
56,B.Tech/B.E.,Metallurgical Engineering,2,Data Engineering,Robotics Engineer,Core Product Engineering,Entrepreneurship/Startup,7.39,76.5,4,3.4,0.6,6.5,5.8,58.4,78.2,94.3,72.6,74.2,51.9,66.5,62.6,60.1,1,1,2,0,3,1,53.2,61.3,44.1,33.2,47.6,41.9,75.3,55.7,At-Risk,51.7,0.4508
57,B.Tech/B.E.,Electronics & Communication,3,Data Engineering,AI Research Scientist,GenAI Startups,Entrepreneurship/Startup,5.04,70.2,4,0.7,2.3,6.2,6.6,47.0,84.8,49.9,55.6,44.5,56.0,43.5,68.4,75.7,6,0,1,1,1,0,52.4,69.0,58.6,39.4,36.5,47.2,50.7,47.3,At-Risk,36.1,0.2065
58,BS (Data Science & AI),Electronics & Instrumentation,4,Computer Vision,Data Analyst,Analytics/Data Services,Freelance/Remote Work,7.68,88.6,0,4.6,3.1,5.9,3.8,77.6,68.5,73.7,75.1,59.8,53.6,69.7,53.2,70.7,5,0,3,1,3,1,60.8,47.5,44.7,51.1,52.3,50.1,56.3,72.6,Good,52.9,0.2683
59,MSc,Textile Engineering,3,Classical ML,Conversational AI Engineer,GenAI Startups,Career Switch/Upskilling,7.04,91.9,1,4.3,1.1,4.5,4.9,75.5,44.8,52.1,54.2,46.3,33.3,58.9,81.8,79.3,2,0,2,1,0,0,26.5,32.7,34.8,28.5,59.8,25.7,27.7,68.3,Good,44.2,0.5023
60,B.Tech/B.E.,Statistics,1,NLP,Applied Scientist,Research Labs/Academia,Higher Studies/Research,7.49,75.6,2,3.9,2.0,6.5,6.4,68.0,64.0,59.0,59.8,65.4,41.8,54.6,62.9,78.6,4,2,1,3,3,0,57.3,57.2,52.4,41.5,44.6,55.4,65.7,65.7,Average,51.3,0.3613
61,B.Tech/B.E.,Civil Engineering,2,MLOps,AI Product Manager,Consulting,Career Switch/Upskilling,6.45,68.6,2,1.7,1.8,7.0,6.5,53.4,52.4,53.2,68.4,27.9,45.4,43.8,37.8,50.1,2,0,1,0,0,0,50.9,56.0,23.9,29.9,39.1,27.1,47.3,56.6,At-Risk,44.7,0.6294
62,M.Tech/M.E.,Civil Engineering,3,Applied Research,Data Analyst,Analytics/Data Services,Freelance/Remote Work,8.34,100.0,0,6.2,2.9,6.6,3.4,86.5,91.9,73.6,89.8,63.0,64.0,58.4,84.0,71.8,5,1,3,0,5,0,92.1,59.6,40.0,55.6,84.8,48.9,79.3,79.3,Good,57.8,0.4622
63,B.Tech/B.E.,Chemical Engineering,1,Generative AI,AI Transformation Consultant,Core Product Engineering,Higher Studies/Research,7.74,88.4,0,4.7,3.3,6.7,3.7,74.1,52.1,66.0,62.8,55.2,63.5,58.0,90.8,99.1,3,1,3,2,1,0,52.3,47.6,74.9,51.1,36.0,48.6,79.5,87.0,Excellent,66.0,0.5096
64,B.Tech/B.E.,Mathematics & Computing,4,Robotics,Conversational AI Engineer,AI/ML Product Companies,Career Switch/Upskilling,6.52,78.2,2,4.6,1.2,5.8,7.2,68.4,42.2,32.6,45.0,48.3,56.3,52.3,64.9,70.1,0,1,1,0,0,0,38.3,36.9,44.7,46.1,23.4,27.1,39.1,60.7,At-Risk,35.9,0.1727
65,B.Tech/B.E.,Environmental Engineering,2,Data Engineering,Data Analyst,Freelance/Remote-Global,Entrepreneurship/Startup,5.8,83.1,1,3.1,3.3,5.2,4.9,61.3,65.8,45.2,60.4,50.0,64.4,51.9,50.3,41.7,2,1,4,2,0,0,49.7,64.3,28.2,24.1,35.6,34.0,61.8,61.4,Average,47.0,0.687
66,MCA,Electronics & Communication,3,Applied Research,Cloud DevOps Engineer,Government/PSU,Entrepreneurship/Startup,6.85,71.2,1,3.2,3.6,5.4,4.1,68.6,72.1,70.3,55.6,57.0,68.2,64.1,63.0,64.7,3,1,3,1,1,0,54.7,56.0,49.1,45.1,54.1,50.2,72.4,62.0,Average,45.2,0.1965
67,BCA,Statistics,3,Applied Research,Data Engineer,Analytics/Data Services,Higher Studies/Research,7.66,69.0,4,2.7,2.5,5.0,3.6,74.1,55.4,43.9,57.9,54.8,50.1,65.5,65.0,67.5,3,2,3,0,2,0,63.0,39.4,61.4,33.4,60.3,37.7,35.1,61.3,Average,41.9,0.5525
68,B.Tech/B.E.,Information Technology,1,Data Engineering,Prompt Engineer,GenAI Startups,Higher Studies/Research,6.54,73.6,2,4.6,2.7,6.7,5.6,66.6,65.3,48.5,63.4,59.2,47.8,56.4,49.9,56.6,1,2,3,1,4,1,75.3,48.3,43.1,27.7,47.4,39.8,51.0,71.7,Good,48.1,0.7078
69,M.Tech/M.E.,Information Technology,3,Computer Vision,Data Analyst,Analytics/Data Services,Entrepreneurship/Startup,9.2,75.7,0,3.2,0.6,7.4,5.7,94.3,53.3,69.5,41.8,92.9,47.2,83.6,65.6,66.3,0,0,2,1,0,1,32.0,40.3,30.4,16.5,36.2,31.0,32.4,88.0,Excellent,50.0,0.2712
70,B.Tech/B.E.,Information Technology,2,Classical ML,Data Scientist,AI/ML Product Companies,Higher Studies/Research,7.24,87.7,0,4.4,4.1,7.1,3.1,80.8,76.1,60.1,69.8,50.1,34.0,43.5,65.7,62.8,2,2,4,0,0,0,34.9,58.0,45.5,44.2,64.4,42.5,70.4,73.0,Good,52.0,0.6916
71,MSc,Chemical Engineering,3,Applied Research,Computer Vision Engineer,Autonomous Systems/Robotics,Higher Studies/Research,5.91,88.7,1,4.0,1.1,6.8,6.9,60.3,66.2,28.3,60.9,42.2,44.5,60.3,52.3,57.5,2,0,1,2,0,0,41.7,66.9,47.8,26.6,56.4,34.5,57.9,57.6,At-Risk,45.2,0.4093
72,MSc,AI & Data Science,1,Robotics,AI/ML Engineer,Core Product Engineering,Entrepreneurship/Startup,7.6,91.1,2,6.0,2.9,6.2,4.2,76.6,65.4,59.1,69.9,65.2,62.2,55.7,76.9,75.4,3,2,3,2,3,1,58.5,58.5,48.7,43.8,57.1,46.2,35.7,73.0,Good,52.8,0.6217
73,MSc,Textile Engineering,3,Generative AI,Generative AI Engineer,AI/ML Product Companies,Freelance/Remote Work,7.79,85.6,0,3.6,1.1,4.5,4.0,74.4,34.6,45.9,49.7,45.0,40.9,55.0,77.9,66.6,2,0,2,1,0,0,18.5,31.0,46.3,25.2,48.7,29.1,26.8,77.4,Good,37.4,0.6458
74,MCA,Information Technology,1,Generative AI,Software Engineer Full Stack,Core Product Engineering,Freelance/Remote Work,5.77,58.4,6,0.6,0.1,6.8,7.5,58.1,50.1,22.7,33.9,37.1,32.9,39.4,49.9,55.8,3,0,2,0,0,0,26.9,66.2,40.3,27.4,33.4,35.8,45.1,37.5,At-Risk,23.8,0.0338
75,PhD,Information Technology,2,MLOps,Generative AI Engineer,AI/ML Product Companies,Higher Studies/Research,6.91,69.0,0,2.0,3.7,7.9,6.1,73.4,48.8,50.0,44.4,52.8,61.8,57.4,49.6,55.6,2,2,4,2,0,1,53.5,34.4,46.8,48.0,47.2,35.0,50.6,59.7,Average,41.7,0.8144
76,M.Tech/M.E.,Agricultural Engineering,4,Generative AI,Prompt Engineer,GenAI Startups,Entrepreneurship/Startup,7.17,75.3,1,4.9,4.9,6.2,5.9,69.9,81.2,70.8,51.3,60.9,72.8,65.3,50.7,62.6,3,3,1,1,4,0,51.1,64.1,46.8,39.5,54.0,40.2,58.6,68.0,Average,46.0,0.4937
77,BCA,Information Technology,3,Computer Vision,Data Analyst,Research Labs/Academia,Higher Studies/Research,6.86,72.4,2,2.4,0.0,7.7,6.4,66.3,31.7,25.4,30.2,62.0,3.6,65.1,59.4,65.5,0,0,0,0,0,0,19.1,34.6,52.0,23.4,15.7,19.1,35.8,67.5,Average,35.3,0.1881
